,Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,(Beta) For proposal: Implement RCV as an alternative method both to elected officials and representatives at all levels,(Beta) Against proposal: Implement RCV as an alternative method both to elected officials and representatives at all levels,(Beta) Proposal raw ouput for debugging: Implement RCV as an alternative method both to elected officials and representatives at all levels,(Beta) For proposal: Change the primary system,(Beta) Against proposal: Change the primary system,(Beta) Proposal raw ouput for debugging: Change the primary system,(Beta) For proposal: Use proportional representatives to elect elected officials,(Beta) Against proposal: Use proportional representatives to elect elected officials,(Beta) Proposal raw ouput for debugging: Use proportional representatives to elect elected officials,(Beta) For proposal: Change the current electoral college,(Beta) Against proposal: Change the current electoral college,(Beta) Proposal raw ouput for debugging: Change the current electoral college,(Beta) For proposal: Implement more accessibility to voting,(Beta) Against proposal: Implement more accessibility to voting,(Beta) Proposal raw ouput for debugging: Implement more accessibility to voting,(Beta) For proposal: Restore federal and state voting rights to citizens with felony convictions upon their release from prison,(Beta) Against proposal: Restore federal and state voting rights to citizens with felony convictions upon their release from prison,(Beta) Proposal raw ouput for debugging: Restore federal and state voting rights to citizens with felony convictions upon their release from prison,(Beta) For proposal: Implement voting standards that are less strict,(Beta) Against proposal: Implement voting standards that are less strict,(Beta) Proposal raw ouput for debugging: Implement voting standards that are less strict,comparisonToCurrentSystem,votingDecisions,partyRepresentation,voterTurnout,strategicVoting,moderateCandidates,moneyInPolitics,other,notRelevant
28,29,48408,"""20:32""", system or in something's wrong.,No,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
29,30,48406,"""21:11""", we can't hear you.,No,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
30,31,48419,"""21:15"""," i agree with what ren said. i am. i'm a big believer that everyone should vote. it's a, you have the right to vote, but at the same time you have a right? not to vote and putting a fine for not voting. just seems a little unnecessary.",Yes,"1. Everyone should have the right to vote.
2. People also have the right not to vote.
3. Imposing a fine for not voting seems unnecessary.",,,"1. [A] Reason: This argument is a pro because it supports the idea of everyone having the right to vote, which could be seen as a reason to change the current electoral college system.
2. [B] Reason: This argument is a con because it suggests that people have the right not to vote, which could be seen as a reason to keep the current electoral college system.
3. [C] Reason: This argument is not applicable to the given proposal as it does not directly relate to changing the current electoral college system.
4. [A] Reason: This argument is a pro because it supports changing the current electoral college system.
5. [B] Reason: This argument is a con because it opposes changing the current electoral college system.",,,"1. [A] Reason: This argument is a pro because it supports the idea that everyone should have the right to vote, which could potentially be facilitated by changing the primary system.
2. [B] Reason: This argument is a con because it suggests that people have the right not to vote, which could be infringed upon by changing the primary system.
3. [B] Reason: This argument is a con because it implies that imposing a fine for not voting, which could be a potential consequence of changing the primary system, is unnecessary.
4. [A] Reason: This argument is a pro because it directly supports the proposal to change the primary system.
5. [B] Reason: This argument is a con because it opposes the proposal to change the primary system.",,,"1.  [A] Reason: This argument is a pro because it supports the idea that everyone should have the right to vote, which aligns with the proposal of implementing less strict voting standards.
2. [C] Reason: This argument is not applicable to the proposal as it discusses the right not to vote, which is not directly related to the proposal of implementing less strict voting standards.
3. [B] Reason: This argument is a con because it suggests that imposing a fine for not voting is unnecessary, which goes against the proposal of implementing less strict voting standards.
4. [A] Reason: This argument is a pro because it directly supports the proposal of implementing less strict voting standards.
5. [B] Reason: This argument is a con because it states that implementing less strict voting standards is bad, which opposes the proposal.",1. Everyone should have the right to vote.,3. Imposing a fine for not voting seems unnecessary.,"1. A Reason: This argument supports the proposal by emphasizing the importance of everyone having the right to vote.
2. C Reason: This argument is not directly related to the proposal as it discusses the right not to vote, which is a separate issue from the method of electing officials.
3. B Reason: This argument is against the proposal as it suggests that imposing a fine for not voting, which could be a consequence of using proportional representation, is unnecessary.
4. A Reason: This argument supports the proposal by stating that using proportional representatives to elect officials is acceptable.
5. B Reason: This argument is against the proposal as it states that using proportional representatives to elect officials is bad.",,,"1. [A] Reason: This argument is a pro for the proposal because implementing RCV would give everyone the opportunity to have their vote counted and have a say in the election process.
2. [B] Reason: This argument is not applicable to the proposal as it does not directly relate to the implementation of RCV as an alternative voting method.
3. [B] Reason: This argument is not applicable to the proposal as it does not address the use of RCV as an alternative voting method.
4. [A] Reason: This argument is a pro for the proposal as it supports the idea of implementing RCV as an alternative voting method to elected officials and representatives at all levels.
5. [B] Reason: This argument is a con for the proposal as it opposes the implementation of RCV as an alternative voting method to elected officials and representatives at all levels.",1. Everyone should have the right to vote.,2. People also have the right not to vote.,"1. A Reason: This argument supports the proposal by stating that everyone should have the right to vote.
2. B Reason: This argument is not applicable to the proposal as it discusses the right not to vote, which is not the focus of the proposal.
3. C Reason: This argument is not applicable to the proposal as it discusses imposing a fine for not voting, which is not related to restoring voting rights to citizens with felony convictions.
4. A Reason: This argument supports the proposal by stating that restoring voting rights to citizens with felony convictions upon their release from prison is okay.
5. B Reason: This argument is a con as it states that restoring voting rights to citizens with felony convictions upon their release from prison is bad.",,,"1. [A] Reason: This argument supports the proposal by emphasizing the importance of everyone having the right to vote, which aligns with the goal of implementing more accessibility to voting.
2. [B] Reason: This argument is against the proposal as it suggests that people have the right not to vote, which could be seen as contradicting the idea of increasing accessibility to voting.
3. [C] Reason: This argument is not directly related to the proposal as it focuses on the idea of imposing fines for not voting, rather than the implementation of more accessibility to voting.
4. [A] Reason: This argument supports the proposal by stating that implementing more accessibility to voting is acceptable.
5. [B] Reason: This argument is against the proposal as it states that implementing more accessibility to voting is bad, which goes against the goal of increasing accessibility to voting.",False,False,False,True,False,False,False,False,False
31,32,48392,"""21:34"""," i agree with cody and ran, i don't think you should be punished or penalize for choosing not to vote in an election.",Yes,1. The speaker agrees with Cody and Ran that individuals should not be punished for choosing not to vote in an election.,,,"1. [A] Reason: This argument is a pro because it supports the idea that individuals should not be punished for choosing not to vote, which could potentially be a consequence of changing the electoral college system.
2. [A] Reason: This argument is a pro because it indicates support for changing the current electoral college system.
3. [B] Reason: This argument is a con because it opposes changing the current electoral college system.
4. [A] Reason: This argument is a pro because it suggests that changing the current electoral college system would be beneficial.
5. [B] Reason: This argument is a con because it suggests that changing the current electoral college system would be detrimental.",,,"1.  [A] Reason: This argument is a pro because it supports the idea that individuals should not be punished for choosing not to vote, which could potentially be a consequence of changing the primary system.
2. [A] Reason: This argument is a pro because it indicates a positive stance towards changing the primary system.
3. [B] Reason: This argument is a con because it expresses a negative opinion towards changing the primary system.
4. [A] Reason: This argument is a pro because it suggests that changing the primary system is the best thing ever.
5. [B] Reason: This argument is a con because it suggests that changing the primary system is the worst thing ever.",,1. The speaker agrees with Cody and Ran that individuals should not be punished for choosing not to vote in an election.,"1. B Reason: This argument is a con because it suggests that individuals should not be punished for not voting, which goes against the proposal of implementing less strict voting standards.
2. A Reason: This argument is a pro because it directly supports the proposal of implementing less strict voting standards.
3. B Reason: This argument is a con because it states that implementing less strict voting standards is bad.
4. C Reason: This argument is not applicable because it does not provide any reasoning or evidence to support its claim that implementing less strict voting standards is the best thing ever.
5. C Reason: This argument is not applicable because it does not provide any reasoning or evidence to support its claim that implementing less strict voting standards is the worst thing ever.",,1. The speaker agrees with Cody and Ran that individuals should not be punished for choosing not to vote in an election.,"1. B Reason: This argument is a con because it suggests that individuals should not be punished for not voting, which could potentially lead to lower voter turnout and less representation of the population's views.
2. C Reason: This argument is not applicable as it simply states that the proposal is okay without providing any reasoning or justification.
3. B Reason: This argument is a con because it states that using proportional representatives to elect officials is bad without providing any specific reasons or evidence to support this claim.
4. A Reason: This argument is a pro because it states that using proportional representatives to elect officials is the best thing ever, indicating strong support for the proposal.
5. B Reason: This argument is a con because it states that using proportional representatives to elect officials is the worst thing ever without providing any specific reasons or evidence to support this claim.",,,"1. [A] Reason: This argument is a pro because it supports the idea that individuals should not be penalized for choosing not to vote, which aligns with the proposal to implement RCV as an alternative method.
2. [A] Reason: This argument is a pro because it expresses agreement with the proposal to implement RCV as an alternative method.
3. [B] Reason: This argument is a con because it states that implementing RCV as an alternative method is bad, which goes against the proposal.
4. [A] Reason: This argument is a pro because it states that implementing RCV as an alternative method is the best thing ever, which aligns with the proposal.
5. [B] Reason: This argument is a con because it states that implementing RCV as an alternative method is the worst thing ever, which goes against the proposal.",,,"1. [A] Reason: This argument is in favor of the proposal, as it suggests that individuals should not be punished for choosing not to vote, which aligns with the idea of restoring voting rights to citizens with felony convictions.
2. [A] Reason: This argument is in favor of the proposal, as it supports the idea of restoring voting rights to citizens with felony convictions upon their release from prison.
3. [B] Reason: This argument is against the proposal, as it states that restoring voting rights to citizens with felony convictions upon their release from prison is bad.
4. [A] Reason: This argument is in favor of the proposal, as it suggests that restoring voting rights to citizens with felony convictions upon their release from prison is the best thing ever.
5. [B] Reason: This argument is against the proposal, as it states that restoring voting rights to citizens with felony convictions upon their release from prison is the worst thing ever.",,1. The speaker agrees with Cody and Ran that individuals should not be punished for choosing not to vote in an election.,"1. B Reason: This argument is a con because it suggests that individuals should not be punished for choosing not to vote, which could potentially lead to lower voter turnout and less engagement in the democratic process.
2. A Reason: This argument is a pro because it supports the proposal to implement more accessibility to voting, indicating that it is a positive step towards increasing voter participation and making the voting process more inclusive.
3. B Reason: This argument is a con because it states that implementing more accessibility to voting is bad without providing any specific reasons or evidence to support this claim.
4. A Reason: This argument is a pro because it states that implementing more accessibility to voting is the best thing ever, indicating strong support for the proposal and its potential benefits for increasing voter turnout and engagement.
5. B Reason: This argument is a con because it states that implementing more accessibility to voting is the worst thing ever without providing any specific reasons or evidence to support this claim.",False,False,False,True,False,False,False,False,False
32,33,48416,"""21:48"""," i agree with everybody. i mean, you know, making allowing 16 year olds right? to vote for local school board. yeah, that's great. but you should not be fine for not voting because i mean, that is your right as an american to not vote.",Yes,"1. Allowing 16 year olds to vote for local school board is a good idea.
2. It is a right as an American to choose not to vote.",,,"1. [A] Reason: Allowing 16 year olds to vote for local school board would be considered a pro argument as it expands democracy and allows for younger individuals to have a say in their education.
2. [A] Reason: It is a right as an American to choose not to vote would be considered a pro argument as it upholds individual freedom and autonomy in the democratic process.
3. [A] Reason: Change the current electoral college is okay would be considered a pro argument as it suggests that the current system may need improvement or updating.
4. [B] Reason: Change the current electoral college is bad would be considered a con argument as it suggests that the current system is effective and should not be changed.
5. [C] Reason: Change the current electoral college is the best thing ever would be considered not applicable as it does not provide a clear argument for or against the proposal.",1. Allowing 16 year olds to vote for local school board is a good idea.,2. It is a right as an American to choose not to vote.,"1. A Reason: Allowing 16 year olds to vote for local school board can be seen as a pro argument as it expands democratic participation and gives a voice to younger members of the community.
2. B Reason: It is a right as an American to choose not to vote is a con argument as it goes against the idea of encouraging civic engagement and participation in the democratic process.
3. C Reason: Change the primary system is okay is not applicable as it does not provide a clear stance on whether changing the primary system is a good or bad idea.
4. B Reason: Change the primary system is bad is a con argument as it suggests that changing the primary system would have negative consequences.
5. A Reason: Change the primary system is the best thing ever is a pro argument as it implies that changing the primary system would have overwhelmingly positive outcomes.","1. Allowing 16 year olds to vote for local school board is a good idea.
2. It is a right as an American to choose not to vote.",,"1. A Reason: Allowing 16 year olds to vote for local school board expands democracy and gives a voice to younger individuals who are directly impacted by decisions made by the school board.
2. A Reason: It is a fundamental right as an American to have the choice to vote or not to vote, and implementing less strict voting standards allows for more individuals to exercise this right.
3. C Reason: This argument is directly applicable to the proposal as it supports the idea of implementing less strict voting standards.
4. B Reason: This argument is against the proposal as it suggests that implementing less strict voting standards could have negative consequences.
5. A Reason: This argument is in favor of the proposal as it believes that implementing less strict voting standards will have positive outcomes.",,,"1.  [A] Reason: Allowing 16 year olds to vote for local school board can be seen as a pro argument as it allows for younger individuals to have a say in decisions that directly impact their education.
2. [B] Reason: It is a right as an American to choose not to vote can be seen as a con argument as it goes against the idea of encouraging participation in the democratic process.
3. [C] Reason: Use proportional representatives to elect elected officials is okay is not applicable as it does not clearly state whether this argument is in favor or against the proposal.
4. [B] Reason: Use proportional representatives to elect elected officials is bad can be seen as a con argument as it suggests that the use of proportional representation may have negative consequences.
5. [A] Reason: Use proportional representatives to elect elected officials is the best thing ever can be seen as a pro argument as it expresses strong support for the proposal.","1. Allowing 16 year olds to vote for local school board is a good idea.
2. It is a right as an American to choose not to vote.",,"1. A Reason: Allowing 16 year olds to vote for local school board can be seen as a pro argument as it promotes youth engagement in local decision-making processes.
2. A Reason: It is a right as an American to choose not to vote can be seen as a pro argument as it supports individual freedom and autonomy in the voting process.
3. A Reason: Implementing RCV as an alternative method to elected officials and representatives at all levels is not applicable to the given proposal as it is the main focus of the proposal itself.
4. B Reason: Implementing RCV as an alternative method to elected officials and representatives at all levels is bad can be seen as a con argument if someone believes that RCV is not an effective or fair voting method.
5. A Reason: Implementing RCV as an alternative method to elected officials and representatives at all levels is the best thing ever can be seen as a pro argument if someone strongly believes in the benefits of RCV for promoting fair and representative elections.",1. Allowing 16 year olds to vote for local school board is a good idea.,2. It is a right as an American to choose not to vote.,"1. A Reason: Allowing 16 year olds to vote for local school board can be seen as a pro argument as it allows young individuals to have a say in decisions that directly impact their education.
2. B Reason: It is a right as an American to choose not to vote can be seen as a con argument as it goes against the idea of mandatory voting or encouraging civic engagement.
3. A Reason: Restoring federal and state voting rights to citizens with felony convictions upon their release from prison can be seen as a pro argument as it promotes reintegration into society and allows individuals to participate in democracy.
4. B Reason: Restoring federal and state voting rights to citizens with felony convictions upon their release from prison can be seen as a con argument as some may believe that individuals who have committed felonies should not have the right to vote.
5. A Reason: Restoring federal and state voting rights to citizens with felony convictions upon their release from prison can be seen as a pro argument as it promotes inclusivity and allows individuals to have a voice in the democratic process.",1. Allowing 16 year olds to vote for local school board is a good idea.,2. It is a right as an American to choose not to vote.,"1. A Reason: Allowing 16 year olds to vote for local school board would increase accessibility to voting and engage younger individuals in the democratic process.
2. B Reason: This argument is not applicable to the proposal as it does not directly address the idea of implementing more accessibility to voting.
3. C Reason: This argument is not applicable as it simply states that implementing more accessibility to voting is okay without providing a clear pro or con stance.
4. B Reason: This argument is a con as it opposes the idea of implementing more accessibility to voting without providing any specific reasons.
5. A Reason: This argument is a pro as it supports the proposal of implementing more accessibility to voting by stating that it is the best thing ever.",False,False,False,True,False,False,False,False,True
33,34,48340,"""22:06""", i agree. i don't think it should be penalized that. you don't vote. i think it should be incentivized instead.,Yes,"1. The speaker believes that not voting should not be penalized.
2. The speaker believes that voting should be incentivized instead.",,,"1.  [A] Reason: This argument is a pro because it supports the idea of not penalizing individuals for not voting, which could be seen as a positive aspect of changing the electoral college system.
2. [A] Reason: This argument is a pro because it suggests that voting should be incentivized, which could potentially lead to increased voter turnout and engagement if the electoral college system is changed.
3. [A] Reason: This argument is a pro because it directly supports the proposal to change the current electoral college system.
4. [B] Reason: This argument is a con because it opposes the proposal to change the current electoral college system.
5. [A] Reason: This argument is a pro because it strongly supports the proposal to change the current electoral college system.",,,"1. [A] Reason: This argument is a pro because it supports the idea of not penalizing individuals for not voting, which could be a potential benefit of changing the primary system.
2. [A] Reason: This argument is a pro because it suggests that incentivizing voting could be a positive outcome of changing the primary system.
3. [A] Reason: This argument is a pro because it directly supports the proposal to change the primary system.
4. [B] Reason: This argument is a con because it directly opposes the proposal to change the primary system.
5. [C] Reason: This argument is not applicable because it simply states an opinion without providing any reasoning or evidence to support it.",,,"1.  [A] Reason: This argument is a pro because it aligns with the proposal of implementing less strict voting standards by suggesting that not voting should not be penalized, which would encourage more people to participate in the voting process.
2. [A] Reason: This argument is a pro because it supports the idea of incentivizing voting, which would also encourage more people to participate in the voting process, aligning with the proposal.
3. [A] Reason: This argument is a pro because it directly supports the proposal of implementing less strict voting standards.
4. [B] Reason: This argument is a con because it opposes the proposal of implementing less strict voting standards by stating that it is bad.
5. [C] Reason: This argument is not applicable because it does not provide any reasoning or evidence to support whether implementing less strict voting standards is good or bad.",,,"1.  [A] Reason: This argument is a pro because using proportional representation can help ensure that all votes count and are represented in the election results, which may incentivize more people to vote.
2. [A] Reason: This argument is a pro because proportional representation can lead to more accurate and fair representation of the electorate's preferences, which can incentivize more people to participate in the voting process.
3. [C] Reason: This argument is not applicable because it simply states the proposal without providing any specific reasoning for or against it.
4. [B] Reason: This argument is a con because it does not provide any specific reasoning for why using proportional representation to elect officials is bad.
5. [A] Reason: This argument is a pro because it expresses strong support for using proportional representation to elect officials, without providing any specific reasoning.",,,"1. [A] Reason: This argument is a pro because implementing RCV allows voters to express their preferences more accurately without fear of wasting their vote, which could potentially encourage more people to participate in the voting process.
2. [A] Reason: This argument is a pro because implementing RCV could incentivize voters to rank more candidates, leading to a more nuanced and representative outcome.
3. [C] Reason: This argument is not applicable as it simply states the proposal without providing any specific reasoning for or against it.
4. [B] Reason: This argument is a con because it does not provide any specific reasons for why implementing RCV as an alternative method would be bad.
5. [A] Reason: This argument is a pro because it expresses strong support for implementing RCV as an alternative method, indicating that the speaker believes it would be beneficial.",,,"1. [B] Reason: This argument is a con because it suggests that not being able to vote is a form of punishment for felony convictions.
2. [A] Reason: This argument is a pro because it suggests that voting should be encouraged and incentivized.
3. [C] Reason: This argument is not applicable as it simply states the proposal without providing a clear stance.
4. [B] Reason: This argument is a con because it suggests that restoring voting rights to citizens with felony convictions is a bad idea.
5. [C] Reason: This argument is not applicable as it simply states an opinion without providing any reasoning.",,,"1.  [A] Reason: Penalizing individuals for not voting could be seen as a barrier to accessibility, as it may discourage certain groups from participating in the voting process.
2. [A] Reason: Incentivizing voting could encourage more individuals to participate in the voting process, thereby increasing accessibility.
3. [A] Reason: Increasing accessibility to voting would make it easier for individuals to exercise their right to vote, which aligns with the proposal.
4. [B] Reason: This argument goes against the proposal by suggesting that implementing more accessibility to voting is bad.
5. [C] Reason: This argument does not provide any specific reasoning for or against the proposal, so it is not applicable.",False,False,False,False,False,False,False,False,False
34,35,48406,"""22:17""", i want to talk about one of the other reforms which is election day as a national holiday. i know we talked about that some yesterday and while certainly there are some people who still wouldn't be able to vote. i do think overall it's a good idea especially for government entities because i work for a government entity and sometimes i don't have much time to vote on election day and they would certainly recognize it.,Yes,"1. Election day as a national holiday would make it easier for government employees to vote.
2. Despite some people still not being able to vote, overall it is a good idea.
3. The speaker personally struggles to find time to vote on election day due to work commitments.","1. Election day as a national holiday would make it easier for government employees to vote.
2. Despite some people still not being able to vote, overall it is a good idea.
3. The speaker personally struggles to find time to vote on election day due to work commitments.",,"1. A Reason: Making election day a national holiday would likely increase voter turnout, which is generally seen as a positive aspect of democracy.
2. A Reason: Despite some limitations, making election day a national holiday would likely have a positive impact on overall voter participation.
3. A Reason: This argument highlights a potential benefit of making election day a national holiday, as it would make it easier for individuals with work commitments to vote.
4. C Reason: This argument does not provide a clear stance on whether changing the current electoral college is good or bad, so it is not applicable to the proposal.
5. C Reason: This argument also does not provide a clear stance on whether changing the current electoral college is good or bad, so it is not applicable to the proposal.",,,"1.  [A] Reason: Making election day a national holiday would make it easier for government employees to vote, which is a pro argument for the proposal.
2. [A] Reason: Despite some people still not being able to vote, overall it is a good idea, which is a pro argument for the proposal.
3. [A] Reason: The speaker personally struggles to find time to vote on election day due to work commitments, which is a pro argument for the proposal.
4. [C] Reason: This argument does not provide a clear stance on whether changing the primary system is good or bad, so it is not applicable to the proposal.
5. [C] Reason: This argument simply states that changing the primary system is bad without providing any reasoning, so it is not applicable to the proposal.",,,"1.  [A] Reason: Making election day a national holiday would make it easier for government employees to vote, which is a pro argument in favor of the proposal to implement less strict voting standards.
2. [A] Reason: Despite some people still not being able to vote, overall it is a good idea to implement less strict voting standards, which is a pro argument in favor of the proposal.
3. [A] Reason: The speaker personally struggles to find time to vote on election day due to work commitments, which supports the idea of implementing less strict voting standards to make it easier for individuals to vote.
4. [A] Reason: This argument is in favor of the proposal to implement less strict voting standards.
5. [B] Reason: This argument is against the proposal to implement less strict voting standards, stating that it is bad.",,,"1.  [A] Reason: Making election day a national holiday would make it easier for government employees to vote, which is a pro for the proposal of using proportional representatives to elect elected officials.
2. [A] Reason: Despite some people still not being able to vote, overall it is a good idea to use proportional representatives to elect elected officials, which is a pro for the proposal.
3. [C] Reason: The speaker's personal struggle to find time to vote on election day due to work commitments is not directly related to the proposal of using proportional representatives to elect elected officials.
4. [A] Reason: The statement ""Use proportional representatives to elect elected officials is okay"" is in favor of the proposal itself.
5. [B] Reason: The statement ""Use proportional representatives to elect elected officials is bad"" is against the proposal, making it a con.","1. Election day as a national holiday would make it easier for government employees to vote.
2. Despite some people still not being able to vote, overall it is a good idea.
3. The speaker personally struggles to find time to vote on election day due to work commitments.",,"1. A Reason: Making election day a national holiday would make it easier for government employees to vote, which is a pro argument in favor of the proposal.
2. A Reason: Despite some people still not being able to vote, overall implementing RCV as an alternative method is a good idea, which is a pro argument in favor of the proposal.
3. A Reason: The speaker personally struggling to find time to vote on election day due to work commitments could be addressed by implementing RCV as an alternative method, making it easier for individuals to participate in the voting process.
4. C Reason: This argument does not provide a clear stance on whether implementing RCV as an alternative method is beneficial or not, so it is not applicable to the proposal.
5. C Reason: This argument does not provide a clear stance on whether implementing RCV as an alternative method is beneficial or not, so it is not applicable to the proposal.","1. Election day as a national holiday would make it easier for government employees to vote.
2. Despite some people still not being able to vote, overall it is a good idea.",,"1. A Reason: Making Election Day a national holiday would make it easier for government employees to vote, which is a pro argument in support of the proposal.
2. A Reason: Despite some people still not being able to vote, overall restoring voting rights to citizens with felony convictions upon their release from prison is a good idea, which is a pro argument in support of the proposal.
3. C Reason: The speaker's personal struggle to find time to vote on election day due to work commitments is not directly applicable to the proposal of restoring voting rights to citizens with felony convictions upon their release from prison.
4. A Reason: Restoring federal and state voting rights to citizens with felony convictions upon their release from prison is seen as okay, which is a pro argument in support of the proposal.
5. B Reason: Restoring federal and state voting rights to citizens with felony convictions upon their release from prison is seen as bad, which is a con argument against the proposal.",,,"1. [A] Reason: Making Election Day a national holiday would make it easier for government employees to vote, which is a pro argument for the proposal of implementing more accessibility to voting.
2. [A] Reason: Despite some people still not being able to vote, overall it is a good idea to implement more accessibility to voting, which is a pro argument for the proposal.
3. [A] Reason: The speaker personally struggling to find time to vote on election day due to work commitments highlights the need for more accessibility to voting, making this a pro argument for the proposal.
4. [C] Reason: This argument does not provide a clear stance on whether implementing more accessibility to voting is good or bad, so it is not applicable to the proposal.
5. [C] Reason: This argument does not provide a clear reason for why implementing more accessibility to voting is bad, so it is not applicable to the proposal.",False,False,False,True,False,False,False,False,True
35,36,48406,"""27:13""", i like that question.,No,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
36,37,48419,"""27:16"""," yeah, i agree. i think you nailed it. i think it's worded perfectly.",No,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
37,38,48496,"""27:24"""," instead of giving the candidates money to vote, how about giving me, i mean, to run, give me money to go vote, that will be as sensitive.",No,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
38,39,48408,"""27:48"""," yeah, i'm wondering if there is any kind of historical basis, like reason for this, like, it seems like an oversight that we would have in election day, but we wouldn't have that be a federal like federal time off for something so important.",Yes,"1. It seems like an oversight that Election Day is not a federal holiday.
2. Election Day is an important event that should be recognized with federal time off.
3. The speaker is questioning if there is any historical basis or reason for not having Election Day as a federal holiday.","1. It seems like an oversight that Election Day is not a federal holiday.
2. Election Day is an important event that should be recognized with federal time off.",,"1. A Reason: Making Election Day a federal holiday would likely increase voter turnout and make it easier for people to participate in the democratic process.
2. A Reason: Recognizing Election Day with federal time off would allow more people to have the opportunity to vote without having to worry about work or other obligations.
3. C Reason: The historical basis for not having Election Day as a federal holiday is not directly related to the proposal to change the electoral college.
4. A Reason: Changing the current electoral college system could potentially lead to a more fair and representative election process.
5. B Reason: Some argue that changing the current electoral college system could have negative consequences and may not be the best solution for improving the election process.","1. It seems like an oversight that Election Day is not a federal holiday.
2. Election Day is an important event that should be recognized with federal time off.
3. The speaker is questioning if there is any historical basis or reason for not having Election Day as a federal holiday.",,"1. A Reason: Making Election Day a federal holiday would likely increase voter turnout and make it easier for people to participate in the democratic process.
2. A Reason: Recognizing Election Day with federal time off would show the importance of civic engagement and encourage more people to vote.
3. A Reason: Understanding the historical context of why Election Day is not a federal holiday can provide insight into potential barriers to changing the system.
4. C Reason: This argument does not provide a clear stance on whether changing the primary system is good or bad.
5. B Reason: This argument is against changing the primary system without providing any specific reasons why it is bad.","1. It seems like an oversight that Election Day is not a federal holiday.
2. Election Day is an important event that should be recognized with federal time off.",,"1. A Reason: Making Election Day a federal holiday would likely increase voter turnout and make it easier for people to vote.
2. A Reason: Recognizing Election Day with federal time off would show the importance of civic engagement and encourage more people to participate in the democratic process.
3. C Reason: This argument does not directly relate to the proposal of implementing less strict voting standards.
4. A Reason: Implementing less strict voting standards could make it easier for more people to participate in elections and have their voices heard.
5. B Reason: This argument is against the proposal, stating that less strict voting standards could have negative consequences.",2. Election Day is an important event that should be recognized with federal time off.,1. It seems like an oversight that Election Day is not a federal holiday.,"1. B Reason: This argument is a con because it highlights a potential downside of the proposal, which is that it may not address the issue of Election Day not being a federal holiday.
2. A Reason: This argument is a pro because it supports the idea that Election Day should be recognized with federal time off, which could potentially increase voter turnout.
3. C Reason: This argument is not applicable to the given proposal as it does not directly relate to the use of proportional representatives to elect elected officials.
4. A Reason: This argument is a pro because it supports the proposal to use proportional representatives to elect elected officials.
5. B Reason: This argument is a con because it opposes the proposal to use proportional representatives to elect elected officials.","1. It seems like an oversight that Election Day is not a federal holiday.
2. Election Day is an important event that should be recognized with federal time off.",,"1. A Reason: Making Election Day a federal holiday would likely increase voter turnout and make it easier for people to participate in the democratic process.
2. A Reason: Recognizing Election Day with federal time off would show the importance of civic engagement and encourage more people to vote.
3. C Reason: The historical basis for not having Election Day as a federal holiday is not directly related to the proposal to implement RCV.
4. A Reason: Implementing RCV could potentially lead to more representative and fair elections by allowing voters to rank their choices.
5. B Reason: This argument is a con because it is stating that implementing RCV as an alternative method is bad without providing any reasoning or evidence to support that claim.",,,"1. [C] Reason: This argument is not applicable to the given proposal as it does not directly address the restoration of voting rights to citizens with felony convictions.
2. [A] Reason: This argument is a pro because it supports the idea of recognizing the importance of Election Day by making it a federal holiday, which could potentially increase voter turnout.
3. [C] Reason: This argument is not applicable to the given proposal as it does not directly address the restoration of voting rights to citizens with felony convictions.
4. [A] Reason: This argument is a pro as it directly supports the proposal to restore voting rights to citizens with felony convictions upon their release from prison.
5. [B] Reason: This argument is a con as it opposes the proposal to restore voting rights to citizens with felony convictions upon their release from prison.","1. It seems like an oversight that Election Day is not a federal holiday.
2. Election Day is an important event that should be recognized with federal time off.",,"1. A Reason: Making Election Day a federal holiday would make it easier for people to vote as they would have the day off work, potentially increasing voter turnout.
2. A Reason: Recognizing Election Day with federal time off would emphasize the importance of voting and civic engagement.
3. C Reason: The historical basis for not having Election Day as a federal holiday is not directly related to the proposal to implement more accessibility to voting.
4. A Reason: Implementing more accessibility to voting would make it easier for all eligible citizens to participate in the democratic process.
5. B Reason: This argument is a con because it is not supported by any reasoning or evidence. Implementing more accessibility to voting is generally seen as a positive step towards increasing voter participation and ensuring equal access to the voting process.",False,False,False,True,False,False,False,False,True
