Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
70,48455,"""32:54""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,48455,"""32:54""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,10176,"""33:08""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,10176,"""33:08""",How about the one that I wrote and the one that Harriet wrote? They're basically the same question. Maybe Harriet's verbiage is better than mine.,yes," 1. You wrote a question
2. Harriet wrote a question
3. The questions are similar
4. Harriet's wording may be better than yours",,,,,,,,,,,,,,,, You wrote a question Harriet wrote a question The questions are similar Harriet's wording may be better than yours,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,10176,"""33:34""",I think we've already agreed to a move that one down on the ladder.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,48307,"""34:01""",The video either Cynthia or Harriet needs to read every word. There's some way be able to eliminate them with the computer that you're talking to.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,10176,"""34:18""",I like the way Harriet has written hers.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,48385,"""34:24""","I did too. And if we want to get rid of the question, I figured it out yesterday. I'll Cynthia. All you have to do is go in and get rid of the words and it goes away. I think so.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,48525,"""34:37""","Don, don our, I think we were there's a misunderstanding there obviously.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,48525,"""34:37"""," I don't have too much of a grasp on how this whole platform works. I was talking about the question that was written down. I thought we were going to be talking about that topic in general, I apologize.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,48455,"""35:05""","No, we're supposed to be editing the questions that we're going to be asking the experts.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,10176,"""35:21""","I think we should make this one. Number two, and drop mine down.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,48385,"""35:27""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,48455,"""35:28""","Yeah, I agree.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,9484,"""35:31""",Gray.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,10228,"""35:37""",Agree.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,48525,"""35:41""","Sounds good and I also very, very bad Vision. What you almost so close to the camera.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,48385,"""36:00""","I know that we can only pick two, but this is a great question because in my mind, I know what they're doing, they're setting it up so that someday will make it so they can vote for the president and so they're just starting, but it's a great question. I would make this number three on my list. So",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,48455,"""36:18""",Yeah. Echo Brian's thoughts. Exactly. I really wish we could propose three questions because this is a great one.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,48423,"""36:26""","Yeah, I'm along the same lines. It is really wondering why they anybody feels. As I was 16 year old, has the thought process, to be able to vote. And I do believe that they're trying to move it towards the larger elections it which is not right 16. You don't know what the hell's going on.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,10585,"""36:47""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,10585,"""36:47""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,10176,"""37:02""","Sorry Matt, we couldn't hear you. Well, this is everybody like the idea then of making this question. Number two,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,10516,"""37:12""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,10516,"""37:12""","Just a thought around that, why? They're talking about 16 year olds voting. They're not looking in general I think they're just looking at the board of education and the same reason when people were being sent off to the Vietnam War and they weren't allowed to order a drink but they could go off to war and they couldn't vote. And so on so forth if you're in a board of education and you're influencing the education that you are receiving, maybe you should have some input into it, I don't know if on the level and makes sense.",yes," 1. The text discusses the idea of 16 year olds being allowed to vote, particularly in relation to the board of education.
2. The argument for this is compared to the time when young people were sent off to the Vietnam War but were not allowed to vote or order a drink.
3. The idea is that if 16 year olds are influencing the education they receive through the board of education, they should have some input into it.
4. The speaker expresses uncertainty about whether this input should be on the same level as adults.",,,,,,,,,,,,,,, The argument for this is compared to the time when young people were sent off to the Vietnam War but were not allowed to vote or order a drink," The text discusses the idea of 16 year olds being allowed to vote, particularly in relation to the board of education  The idea is that if 16 year olds are influencing the education they receive through the board of education, they should have some input into it  The speaker expresses uncertainty about whether this input should be on the same level as adults",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
95,10516,"""37:12"""," Yeah, I don't know. I mean, there's a few sixteen-year-olds that kind of put me into the, the table are pretty smart. I don't know.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,48385,"""37:39""","Right. So what I'm afraid of it's they're going to get it into place and then they're going to use it later on to boost it up but I agree with you. So,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,48525,"""37:56""",That's exactly what I was thinking.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,48525,"""39:15""",Screwed up again.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
